"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"22348","ENSG00000011566","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"22429","ENSG00000011590","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"22510","ENSG00000011600","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"22589","ENSG00000011638","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"22664","ENSG00000011677","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"22745","ENSG00000012048","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"22827","ENSG00000012061","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"22910","ENSG00000012124","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"22990","ENSG00000012174","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"23069","ENSG00000012211","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"23147","ENSG00000012223","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"23229","ENSG00000012232","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"23308","ENSG00000012504","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"23388","ENSG00000012660","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"23468","ENSG00000012779","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"23547","ENSG00000012817","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"23627","ENSG00000012822","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"23706","ENSG00000012963","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"23787","ENSG00000012983","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"23867","ENSG00000013016","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"23945","ENSG00000013275","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"24023","ENSG00000013288","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"24102","ENSG00000013293","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"24182","ENSG00000013297","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"24264","ENSG00000013306","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"24344","ENSG00000013364","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"24424","ENSG00000013374","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"24503","ENSG00000013375","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"24585","ENSG00000013392","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"24666","ENSG00000013441","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"24744","ENSG00000013503","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"24824","ENSG00000013523","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"24902","ENSG00000013561","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"24980","ENSG00000013573","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"25059","ENSG00000013583","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"25138","ENSG00000013588","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"25216","ENSG00000013619","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"25296","ENSG00000013725","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"25377","ENSG00000013810","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"25460","ENSG00000014123","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"25542","ENSG00000014138","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"25620","ENSG00000014164","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"25699","ENSG00000014216","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"25778","ENSG00000014257","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"25860","ENSG00000014641","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"25938","ENSG00000014824","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"26017","ENSG00000014914","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"26097","ENSG00000014919","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"26178","ENSG00000015133","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"26256","ENSG00000015153","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"26338","ENSG00000015171","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"26420","ENSG00000015285","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"26501","ENSG00000015413","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"26582","ENSG00000015475","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"26664","ENSG00000015479","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"26744","ENSG00000015532","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"26823","ENSG00000015568","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"26904","ENSG00000015592","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"26984","ENSG00000015676","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected",NA,NA
"27064","ENSG00000016082","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"27144","ENSG00000016391","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"27222","ENSG00000016402","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"27305","ENSG00000016490","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"27387","ENSG00000016602","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"27468","ENSG00000016864","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"27549","ENSG00000017260","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"27630","ENSG00000017373","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"27711","ENSG00000017427","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"27788","ENSG00000017483","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"27869","ENSG00000017621","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"27949","ENSG00000017797","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"28030","ENSG00000018189","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"28111","ENSG00000018236","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"28193","ENSG00000018280","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"28274","ENSG00000018408","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"28356","ENSG00000018510","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"28437","ENSG00000018610","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"28517","ENSG00000018625","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"28597","ENSG00000018699","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"28676","ENSG00000018869","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"28755","ENSG00000019102","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"28834","ENSG00000019144","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"28914","ENSG00000019169","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"28996","ENSG00000019186","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"29075","ENSG00000019485","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"29154","ENSG00000019505","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"29231","ENSG00000019549","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"29310","ENSG00000019582","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"29389","ENSG00000019991","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"29471","ENSG00000019995","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"29550","ENSG00000020129","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"29630","ENSG00000020181","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"29710","ENSG00000020256","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"29791","ENSG00000020426","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"29871","ENSG00000020577","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"29952","ENSG00000020633","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"30034","ENSG00000020922","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"30114","ENSG00000021355","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"30189","ENSG00000021488","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"30270","ENSG00000021574","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"30348","ENSG00000021645","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"30424","ENSG00000021762","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"30502","ENSG00000021826","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"30583","ENSG00000021852","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"30662","ENSG00000022267","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"30744","ENSG00000022277","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"30825","ENSG00000022355","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"30903","ENSG00000022556","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"30983","ENSG00000022567","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"31063","ENSG00000022840","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"31144","ENSG00000022976","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"31226","ENSG00000023041","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"31305","ENSG00000023171","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"31383","ENSG00000023191","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"31464","ENSG00000023287","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
