"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"61169","ENSG00000062524","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"61248","ENSG00000062582","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"61328","ENSG00000062598","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"61407","ENSG00000062650","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"61486","ENSG00000062716","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"61565","ENSG00000062822","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"61647","ENSG00000063015","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"61726","ENSG00000063046","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"61806","ENSG00000063127","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"61886","ENSG00000063169","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"61963","ENSG00000063177","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"62044","ENSG00000063180","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"62124","ENSG00000063241","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"62204","ENSG00000063244","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"62284","ENSG00000063245","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"62365","ENSG00000063438","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"62445","ENSG00000063515","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"62523","ENSG00000063587","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"62600","ENSG00000063601","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"62680","ENSG00000063660","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"62759","ENSG00000063761","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"62836","ENSG00000063854","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"62914","ENSG00000063978","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"62993","ENSG00000064012","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"63073","ENSG00000064042","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"63152","ENSG00000064102","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"63231","ENSG00000064115","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"63311","ENSG00000064195","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"63390","ENSG00000064199","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"63471","ENSG00000064201","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"63549","ENSG00000064205","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"63631","ENSG00000064218","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"63709","ENSG00000064225","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"63787","ENSG00000064270","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"63865","ENSG00000064300","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"63948","ENSG00000064309","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"64030","ENSG00000064393","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"64107","ENSG00000064419","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"64185","ENSG00000064489","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"64265","ENSG00000064490","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"64346","ENSG00000064545","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"64424","ENSG00000064547","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"64504","ENSG00000064601","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"64587","ENSG00000064607","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"64666","ENSG00000064651","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"64746","ENSG00000064652","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"64827","ENSG00000064655","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"64907","ENSG00000064666","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"64983","ENSG00000064687","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"65060","ENSG00000064692","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"65142","ENSG00000064703","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"65222","ENSG00000064726","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"65301","ENSG00000064763","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"65384","ENSG00000064787","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"65464","ENSG00000064835","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"65543","ENSG00000064886","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"65620","ENSG00000064932","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"65698","ENSG00000064933","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"65776","ENSG00000064989","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"65856","ENSG00000064999","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"65938","ENSG00000065029","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"66016","ENSG00000065054","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"66095","ENSG00000065057","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"66173","ENSG00000065060","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"66255","ENSG00000065135","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"66330","ENSG00000065150","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"66410","ENSG00000065154","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"66490","ENSG00000065183","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"66571","ENSG00000065243","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"66649","ENSG00000065268","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"66727","ENSG00000065308","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"66806","ENSG00000065320","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"66887","ENSG00000065325","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"66968","ENSG00000065328","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"67043","ENSG00000065357","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"67120","ENSG00000065361","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"67202","ENSG00000065371","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"67283","ENSG00000065413","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"67362","ENSG00000065427","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"67440","ENSG00000065457","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"67518","ENSG00000065485","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"67601","ENSG00000065491","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"67682","ENSG00000065518","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"67763","ENSG00000065526","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"67839","ENSG00000065534","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"67919","ENSG00000065548","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"68001","ENSG00000065559","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"68077","ENSG00000065600","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"68155","ENSG00000065609","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"68236","ENSG00000065613","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"68316","ENSG00000065615","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"68391","ENSG00000065618","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"68471","ENSG00000065621","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"68551","ENSG00000065665","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"68632","ENSG00000065717","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"68705","ENSG00000065802","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"68780","ENSG00000065809","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"68858","ENSG00000065833","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"68936","ENSG00000065882","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"69015","ENSG00000065883","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"69094","ENSG00000065911","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"69175","ENSG00000065923","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"69256","ENSG00000065970","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"69336","ENSG00000065978","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"69415","ENSG00000065989","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"69496","ENSG00000066032","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"69573","ENSG00000066044","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"69650","ENSG00000066084","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"69728","ENSG00000066117","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"69806","ENSG00000066135","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"69883","ENSG00000066230","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"69965","ENSG00000066248","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"70046","ENSG00000066279","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"70125","ENSG00000066322","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"70206","ENSG00000066336","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"70286","ENSG00000066382","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"70366","ENSG00000066405","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"70447","ENSG00000066422","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"70529","ENSG00000066427","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"70605","ENSG00000066455","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"70684","ENSG00000066468","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"70762","ENSG00000066557","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"70841","ENSG00000066583","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"70922","ENSG00000066629","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"71003","ENSG00000066651","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"71083","ENSG00000066654","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"71160","ENSG00000066735","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"71240","ENSG00000066739","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"71320","ENSG00000066777","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"71401","ENSG00000066813","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"71479","ENSG00000066827","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"71557","ENSG00000066855","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"71631","ENSG00000066923","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"71711","ENSG00000066926","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"71793","ENSG00000066933","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"71872","ENSG00000067048","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"71954","ENSG00000067057","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"72035","ENSG00000067064","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"72113","ENSG00000067066","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"72194","ENSG00000067082","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"72273","ENSG00000067113","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"72353","ENSG00000067141","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"72433","ENSG00000067167","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"72511","ENSG00000067177","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"72591","ENSG00000067182","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"72673","ENSG00000067191","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"72752","ENSG00000067208","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"72831","ENSG00000067221","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"72911","ENSG00000067225","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"72993","ENSG00000067248","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"73071","ENSG00000067334","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"73150","ENSG00000067365","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"73229","ENSG00000067369","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"73309","ENSG00000067445","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"73388","ENSG00000067533","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"73461","ENSG00000067560","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"73540","ENSG00000067596","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"73620","ENSG00000067606","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"73700","ENSG00000067646","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"73778","ENSG00000067704","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"73853","ENSG00000067715","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"73933","ENSG00000067798","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"74015","ENSG00000067829","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"74095","ENSG00000067836","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"74169","ENSG00000067840","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"74249","ENSG00000067842","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"74330","ENSG00000067900","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"74411","ENSG00000067955","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"74488","ENSG00000067992","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"74566","ENSG00000068001","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"74642","ENSG00000068024","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"74721","ENSG00000068028","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"74795","ENSG00000068078","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"74874","ENSG00000068097","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"74954","ENSG00000068120","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"75035","ENSG00000068137","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"75113","ENSG00000068305","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"75191","ENSG00000068308","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"75270","ENSG00000068323","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"75349","ENSG00000068354","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"75429","ENSG00000068366","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"75508","ENSG00000068383","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"75590","ENSG00000068394","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"75668","ENSG00000068400","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"75748","ENSG00000068438","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"75822","ENSG00000068489","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"75903","ENSG00000068615","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"75981","ENSG00000068650","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"76061","ENSG00000068654","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"76139","ENSG00000068697","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"76221","ENSG00000068724","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"76299","ENSG00000068745","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"76371","ENSG00000068781","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"76449","ENSG00000068784","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"76529","ENSG00000068796","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"76607","ENSG00000068831","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"76683","ENSG00000068878","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"76762","ENSG00000068885","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"76843","ENSG00000068903","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"76923","ENSG00000068912","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"77004","ENSG00000068971","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"77083","ENSG00000068976","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"77162","ENSG00000068985","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"77241","ENSG00000069011","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"77319","ENSG00000069018","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"77402","ENSG00000069020","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"77477","ENSG00000069188","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"77553","ENSG00000069206","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"77635","ENSG00000069248","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"77715","ENSG00000069329","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"77795","ENSG00000069345","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"77871","ENSG00000069399","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"77948","ENSG00000069424","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"78028","ENSG00000069431","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"78106","ENSG00000069482","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected",NA
"78188","ENSG00000069493","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"78268","ENSG00000069509","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"78346","ENSG00000069535","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"78427","ENSG00000069667","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"78506","ENSG00000069702","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"78586","ENSG00000069712","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"78667","ENSG00000069764","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"78746","ENSG00000069812","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"78819","ENSG00000069849","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"78899","ENSG00000069869","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"78979","ENSG00000069943","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"79057","ENSG00000069956","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"79138","ENSG00000069966","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"79214","ENSG00000069974","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"79295","ENSG00000069998","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"79373","ENSG00000070010","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"79453","ENSG00000070018","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"79533","ENSG00000070019","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"79611","ENSG00000070031","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"79690","ENSG00000070047","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"79767","ENSG00000070061","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"79847","ENSG00000070081","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"79928","ENSG00000070087","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"80007","ENSG00000070159","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"80086","ENSG00000070182","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"80169","ENSG00000070190","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"80252","ENSG00000070193","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"80331","ENSG00000070269","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"80407","ENSG00000070366","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"80485","ENSG00000070367","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"80565","ENSG00000070404","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"80646","ENSG00000070413","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"80727","ENSG00000070423","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"80803","ENSG00000070495","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"80881","ENSG00000070501","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"80962","ENSG00000070526","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"81040","ENSG00000070540","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"81122","ENSG00000070601","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"81200","ENSG00000070610","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"81280","ENSG00000070614","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"81360","ENSG00000070669","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"81438","ENSG00000070718","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"81513","ENSG00000070729","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"81594","ENSG00000070731","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"81671","ENSG00000070748","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"81752","ENSG00000070756","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"81834","ENSG00000070759","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"81915","ENSG00000070761","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"81996","ENSG00000070778","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"82074","ENSG00000070785","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"82156","ENSG00000070808","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"82238","ENSG00000070814","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"82319","ENSG00000070831","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"82399","ENSG00000070882","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"82477","ENSG00000070886","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"82559","ENSG00000070915","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"82641","ENSG00000070950","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"82721","ENSG00000070961","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"82803","ENSG00000070985","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"82884","ENSG00000071051","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"82965","ENSG00000071054","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"83046","ENSG00000071073","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"83128","ENSG00000071127","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
